Feature,File,Light_Source,Wavelength,Intensity,Point_Type,Feature_Group,Processing,SNR,Feature_Key,Baseline_Used,Norm_Factor,Normalization_Method,Reference_Wavelength_Used,Normalization_Scheme,Reference_Wavelength,Intensity_Range_Min,Intensity_Range_Max
Peak_Max,189UC1.txt,UV,505.62,1.55,Max,Peak,Baseline_Then_UV_Normalized,,Peak_15,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,576.27,10.66,Max,Peak,Baseline_Then_UV_Normalized,,Peak_16,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,578.96,14.52,Max,Peak,Baseline_Then_UV_Normalized,,Peak_17,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,592.97,1.0,Max,Peak,Baseline_Then_UV_Normalized,,Peak_18,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,696.43,6.49,Max,Peak,Baseline_Then_UV_Normalized,,Peak_19,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,706.39,5.39,Max,Peak,Baseline_Then_UV_Normalized,,Peak_20,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,730.1,2.99,Max,Peak,Baseline_Then_UV_Normalized,,Peak_21,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,727.41,1.53,Max,Peak,Baseline_Then_UV_Normalized,,Peak_22,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,713.94,0.67,Max,Peak,Baseline_Then_UV_Normalized,,Peak_23,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,737.91,8.01,Max,Peak,Baseline_Then_UV_Normalized,,Peak_24,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,750.58,8.84,Max,Peak,Baseline_Then_UV_Normalized,,Peak_25,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,771.86,7.39,Max,Peak,Baseline_Then_UV_Normalized,,Peak_26,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,794.49,5.22,Max,Peak,Baseline_Then_UV_Normalized,,Peak_27,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,800.42,6.02,Max,Peak,Baseline_Then_UV_Normalized,,Peak_28,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,762.03,2.15,Max,Peak,Baseline_Then_UV_Normalized,,Peak_29,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,809.67,7.2,Max,Peak,Baseline_Then_UV_Normalized,,Peak_30,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,825.5,1.92,Max,Peak,Baseline_Then_UV_Normalized,,Peak_31,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,840.26,3.25,Max,Peak,Baseline_Then_UV_Normalized,,Peak_32,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,841.57,5.45,Max,Peak,Baseline_Then_UV_Normalized,,Peak_33,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,851.7,1.1,Max,Peak,Baseline_Then_UV_Normalized,,Peak_34,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,871.1,1.59,Max,Peak,Baseline_Then_UV_Normalized,,Peak_35,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,912.22,1.66,Max,Peak,Baseline_Then_UV_Normalized,,Peak_36,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,922.49,0.29,Max,Peak,Baseline_Then_UV_Normalized,,Peak_37,5.87,5.047568283503739,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
